epoch,train_loss,val_loss,epoch_time
1,1.5324377810103553,0.14220960225377763,899.132593870163
2,0.13870257539408548,0.10421236668314253,876.3245198726654
3,0.0799404257819766,0.05385151979114328,815.8391218185425
4,0.04960080734321049,0.029594265509928976,831.5555462837219
5,0.05093487297495206,0.044640990399888586,828.0141177177429
6,0.041325576298293615,0.06702879182994366,805.0017802715302
7,0.026893142007646108,0.05778222233057022,812.8017566204071
8,0.026986304113552684,0.03858141091519168,825.2899148464203
9,0.03113720455339977,0.030041812174022197,839.2627685070038
10,0.027401507837431772,0.03027363781418119,799.865140914917
11,0.022937240593490147,0.034477760642766954,833.3591873645782
12,0.022914122715592386,0.028252547181078367,824.1429884433746
13,0.020095944578448932,0.018275567995650426,838.1638433933258
14,0.012631224780565217,0.02305811308324337,836.7624244689941
15,0.01371403889996665,0.018511896074882576,828.697972536087
16,0.012123714781233242,0.022742483937846763,824.3698856830597
17,0.009828280824280921,0.016899726619677886,787.9938468933105
18,0.011676959739554496,0.02038374991555299,798.495062828064
19,0.011761390201392628,0.02347089174602713,794.8660895824432
20,0.012390861379958335,0.02100018124495234,794.7907152175903
21,0.010468948102955308,0.011967167028758142,796.9190495014191
22,0.013424320802802132,0.02967119685241154,789.5378360748291
23,0.008869788813449088,0.01237916291824409,788.5259137153625
24,0.008020985033363104,0.01669498395973018,787.6159365177155
25,0.008173175567672367,0.018023772590926714,799.9548976421356
26,0.006151472635212399,0.01752819570579699,800.1218993663788
27,0.006962044564563604,0.015443977820021765,803.430698633194
28,0.007480539316644094,0.02211567158145564,801.351021528244
29,0.006649833375676757,0.013908029666968755,800.0562987327576
30,0.007036092476475807,0.020757277788860457,788.8428909778595
31,0.007519308080275853,0.019139797458358643,794.2003421783447
32,0.009917352293573675,0.017523168958723544,815.1938729286194
33,0.00780519935346785,0.014896631626678364,807.0539314746857
34,0.0056830481936534245,0.016632269801838056,793.2702353000641
35,0.006194201493192286,0.024641847291163036,794.4555461406708
36,0.006531965709956629,0.027856049154485973,794.3248031139374
37,0.006159166163277058,0.015123827223266875,800.3452351093292
38,0.006283670897994723,0.0195718556110348,808.2140917778015
39,0.012021199766369093,0.021927614456840924,807.8892819881439
40,0.04735000464887846,0.18640068859926293,792.4296548366547
41,0.050717695575384865,0.025327032804489134,801.9448888301849
42,0.013986131518724418,0.021282211797577995,810.0691070556641
43,0.010832386616440046,0.021804561971553733,795.3153088092804
44,0.008596291093244439,0.013231339332248484,795.1092092990875
45,0.007303866023818652,0.02596241331526211,797.1401436328888
46,0.008717581756590377,0.025425738521984646,804.9386005401611
47,0.006831083951872729,0.01328241622873715,796.9275259971619
48,0.006401979941874743,0.015090590396097728,793.6215424537659
49,0.007088723427483013,0.02035179736890963,801.3942651748657
50,0.00752016535073164,0.015166287643036671,802.7561600208282
51,0.0050116765667640025,0.014627820306590626,806.5722723007202
52,0.00493851129143011,0.01260595603047737,804.2463893890381
53,0.007006411308511382,0.014092913083732127,800.7619783878326
