epoch,train_loss,val_loss,epoch_time
1,2.308868562948136,0.14889476384435382,881.5881674289703
2,0.14469491436367943,0.15521430117743357,900.0328090190887
3,0.08353397496399426,0.10593894709433828,820.1765995025635
4,0.04962212948572068,0.03866591827411737,808.8150527477264
5,0.05143807739019394,0.04276710599660873,827.2627599239349
6,0.044926514794074356,0.052509448783738276,822.3121266365051
7,0.03831174746155739,0.05105372092553547,831.9334003925323
8,0.03609054530660311,0.045963714591094426,814.2064056396484
9,0.0259801056768213,0.03332730851003102,836.7967734336853
10,0.02621950466363203,0.040510156005620954,825.1610033512115
11,0.025220254274706047,0.04227683586733682,815.1888592243195
12,0.026818936266714617,0.030236458153064763,814.4075741767883
13,0.017360963287452857,0.0222869694765125,798.1298196315765
14,0.022252718291821932,0.033409875218889544,843.3558337688446
15,0.01906443732480208,0.04987819854702268,828.9456553459167
16,0.01878400314954065,0.05095831560237067,809.7004673480988
17,0.020014982195127578,0.035922493146998545,792.1471321582794
18,0.017613326967472122,0.04355754639421191,801.7168827056885
19,0.012347887044861203,0.020009265800139734,805.1621429920197
20,0.01306585965234609,0.037332056569201605,791.7323319911957
21,0.014797615031046527,0.02699435707181692,789.6333107948303
22,0.011332005858421326,0.015460642972694977,788.8137605190277
23,0.00897118309424037,0.019653664216665284,796.5891954898834
24,0.010307105109095573,0.028501919231244496,786.8854129314423
25,0.012430236846918151,0.02496758688773428,806.2979834079742
26,0.010308912250967252,0.024249703397176095,799.2292513847351
27,0.00764834647377332,0.0211019563089524,796.1666684150696
28,0.008929607019360577,0.02361292562314442,796.9904367923737
29,0.009218666212899344,0.027654494558061873,791.12726521492
30,0.013242615388617629,0.01962096041866711,799.395504951477
31,0.006319141589282524,0.024359184743038245,786.562123298645
32,0.008062393102972281,0.02223802019975015,806.2118039131165
33,0.007021225196797223,0.0334133671064462,798.0186631679535
34,0.010120290636661507,0.025088696853656854,799.847207069397
35,0.006085118542292289,0.03145785235932895,792.5253798961639
36,0.007022845989447974,0.0268091448848801,787.1776633262634
37,0.005909494621058305,0.0083168230352125,786.9416763782501
38,0.006475455984473228,0.018905760214797087,794.7145965099335
39,0.007219935204124167,0.026494170831782477,796.1756656169891
40,0.007050465196371079,0.02756714756999697,794.5508189201355
41,0.009070955745521046,0.020964042735951288,796.8044092655182
42,0.007348938331540142,0.01464349374707256,804.9060583114624
43,0.005914307332464627,0.04108488410711288,803.9848592281342
44,0.009298385468622048,0.014875920915177891,790.3555710315704
45,0.005876155818502108,0.01767342548285212,796.4560015201569
46,0.004821903155673118,0.02279683364821332,790.3080015182495
47,0.005109636721511682,0.017920384156916824,793.8052728176117
48,0.005649158336399567,0.043370529689959116,801.2898659706116
49,0.005716796522693975,0.02450249833720071,804.7226078510284
50,0.0062664353856373405,0.0261119366224323,806.1714518070221
51,0.007579710403723376,0.022691695458654848,797.6393349170685
52,0.00686134575112235,0.02370696115706648,807.9643561840057
53,0.0062294867155807355,0.017515888810157774,801.7265331745148
54,0.006001478566655091,0.018860993640763418,808.0246546268463
55,0.005965050766022787,0.025530911509745888,807.8393542766571
56,0.005734364332276441,0.025713252276182173,816.6956462860107
57,0.004914546270987817,0.020271482864128693,796.8476891517639
58,0.0060703961089963,0.025444028925682816,804.7514319419861
59,0.0098764207657604,0.03786578843636172,802.8384776115417
60,0.005795602939934248,0.023550526638116156,810.27605676651
61,0.006730284745849314,0.01916973404586315,809.3918542861938
62,0.006956415582625639,0.018166056501546075,793.2032687664032
63,0.006925093301882347,0.014091993176511356,800.7638046741486
64,0.006293576137118396,0.018829350971749852,793.0139238834381
65,0.015613893776067665,0.03496522012033633,794.1167542934418
66,0.03997160834215936,0.317509417448725,805.4099924564362
67,0.05681914247040238,0.027241985952215535,802.7029573917389
68,0.014375366914485183,0.01688593289415751,802.6737816333771
69,0.011717092128736633,0.014348345143454415,813.8064472675323
70,0.0067988702504053,0.01064813392502921,790.9989016056061
71,0.005536795720635425,0.01806022876075336,792.9149014949799
72,0.006230087766335124,0.015868432726711033,800.8476564884186
73,0.004234484498876901,0.01842413212039641,793.2217891216278
74,0.006033043517243294,0.01919591972338302,787.2700490951538
75,0.005605684986692809,0.018045585868614062,812.2129669189453
76,0.005066029374443349,0.015220766408102854,797.0301806926727
77,0.0033603722642042808,0.020192877309662956,798.7664568424225
78,0.003218539880499953,0.0201527293239321,804.4714548587799
79,0.003009911054479224,0.011248539441398211,794.7622809410095
80,0.0034919742976004878,0.014925986115953752,824.2916123867035
81,0.002755678186547898,0.013706804705517633,805.0970401763916
82,0.0023512602566430965,0.022319329689655984,803.176474571228
83,0.002740815325773188,0.01669875741271036,815.1665487289429
84,0.0021432510466270504,0.015879720688099043,807.077109336853
85,0.002631464002742654,0.022956890533013002,796.2628378868103
86,0.003835949840112811,0.021867674056972777,815.0983002185822
87,0.004149101732653522,0.015095753302531583,803.8471977710724
88,0.002785340936056205,0.013317184196785093,801.5169377326965
89,0.0019469753550809053,0.02288900874555111,789.3871278762817
90,0.003095406281451384,0.027471761418772594,809.6831357479095
91,0.004946708739956929,0.028778071169342313,834.2574660778046
92,0.004066972115653611,0.0314339855419738,830.2962789535522
93,0.0026605216378257387,0.015847702118168983,819.7611749172211
94,0.0039010918455287106,0.02090183938188212,813.005610704422
95,0.0030715026808459133,0.018344663682260683,791.7309813499451
96,0.0032112675435131506,0.013245204370468855,804.3598589897156
97,0.0040643728276093805,0.02270002088376454,806.9626421928406
98,0.002825027213742336,0.01888545195439032,837.375993013382
99,0.0026188213473540686,0.018226877387080873,847.6288077831268
100,0.0029410191314915815,0.013081546393888338,749.5521659851074
